inference_mode,formulation,reading_index,start_reading,end_reading,t,k,y,outlier_flag,outlier_adjustment_w,cleaned_y
robust,opt,5241,5240,5240,525,1,2.6,0,0.0,2.6
robust,opt,5242,5241,5241,525,2,2.4,0,0.0,2.4
robust,opt,5243,5242,5242,525,3,2.0,0,0.0,2.0
robust,opt,5244,5243,5243,525,4,2.7,0,0.0,2.7
robust,opt,5245,5244,5244,525,5,3.9,0,0.0,3.9
robust,opt,5246,5245,5245,525,6,2.5,0,0.0,2.5
robust,opt,5247,5246,5246,525,7,1.6,0,0.0,1.6
robust,opt,5248,5247,5247,525,8,2.7,0,0.0,2.7
robust,opt,5249,5248,5248,525,9,2.4,0,0.0,2.4
robust,opt,5250,5249,5249,525,10,4.1,0,0.0,4.1
robust,opt,5251,5250,5250,526,1,3.1,0,0.0,3.1
robust,opt,5252,5251,5251,526,2,3.1,0,0.0,3.1
robust,opt,5253,5252,5252,526,3,2.9,0,0.0,2.9
robust,opt,5254,5253,5253,526,4,2.7,0,0.0,2.7
robust,opt,5255,5254,5254,526,5,3.8,0,0.0,3.8
robust,opt,5256,5255,5255,526,6,2.5,0,0.0,2.5
robust,opt,5257,5256,5256,526,7,5.0,0,0.0,5.0
robust,opt,5258,5257,5257,526,8,2.6,0,0.0,2.6
robust,opt,5259,5258,5258,526,9,2.1,0,0.0,2.1
robust,opt,5260,5259,5259,526,10,3.6,0,0.0,3.6
robust,opt,5261,5260,5260,527,1,2.6,0,0.0,2.6
robust,opt,5262,5261,5261,527,2,2.4,0,0.0,2.4
robust,opt,5263,5262,5262,527,3,3.1,0,0.0,3.1
robust,opt,5264,5263,5263,527,4,1.4,0,0.0,1.4
robust,opt,5265,5264,5264,527,5,3.0,0,0.0,3.0
robust,opt,5266,5265,5265,527,6,2.2,0,0.0,2.2
robust,opt,5267,5266,5266,527,7,3.8,0,0.0,3.8
robust,opt,5268,5267,5267,527,8,3.5,0,0.0,3.5
robust,opt,5269,5268,5268,527,9,5.3,0,0.0,5.3
robust,opt,5270,5269,5269,527,10,3.0,0,0.0,3.0
robust,opt,5271,5270,5270,528,1,2.9,0,0.0,2.9
robust,opt,5272,5271,5271,528,2,3.0,0,0.0,3.0
robust,opt,5273,5272,5272,528,3,3.4,0,0.0,3.4
robust,opt,5274,5273,5273,528,4,3.1,0,0.0,3.1
robust,opt,5275,5274,5274,528,5,4.4,0,0.0,4.4
robust,opt,5276,5275,5275,528,6,3.4,0,0.0,3.4
robust,opt,5277,5276,5276,528,7,2.9,0,0.0,2.9
robust,opt,5278,5277,5277,528,8,3.1,0,0.0,3.1
robust,opt,5279,5278,5278,528,9,2.8,0,0.0,2.8
robust,opt,5280,5279,5279,528,10,2.6,0,0.0,2.6
robust,opt,5281,5280,5280,529,1,3.3,0,0.0,3.3
robust,opt,5282,5281,5281,529,2,2.3,0,0.0,2.3
robust,opt,5283,5282,5282,529,3,2.3,0,0.0,2.3
robust,opt,5284,5283,5283,529,4,2.7,0,0.0,2.7
robust,opt,5285,5284,5284,529,5,4.7,0,0.0,4.7
robust,opt,5286,5285,5285,529,6,2.7,0,0.0,2.7
robust,opt,5287,5286,5286,529,7,2.7,0,0.0,2.7
robust,opt,5288,5287,5287,529,8,2.6,0,0.0,2.6
robust,opt,5289,5288,5288,529,9,2.7,0,0.0,2.7
robust,opt,5290,5289,5289,529,10,3.1,0,0.0,3.1
robust,opt,5291,5290,5290,530,1,4.0,0,0.0,4.0
robust,opt,5292,5291,5291,530,2,2.8,0,0.0,2.8
robust,opt,5293,5292,5292,530,3,3.2,0,0.0,3.2
robust,opt,5294,5293,5293,530,4,3.1,0,0.0,3.1
robust,opt,5295,5294,5294,530,5,4.1,0,0.0,4.1
robust,opt,5296,5295,5295,530,6,3.0,0,0.0,3.0
robust,opt,5297,5296,5296,530,7,2.6,0,0.0,2.6
robust,opt,5298,5297,5297,530,8,2.4,0,0.0,2.4
robust,opt,5299,5298,5298,530,9,2.6,0,0.0,2.6
robust,opt,5300,5299,5299,530,10,2.3,0,0.0,2.3
robust,opt,5301,5300,5300,531,1,3.8,0,0.0,3.8
robust,opt,5302,5301,5301,531,2,2.9,0,0.0,2.9
robust,opt,5303,5302,5302,531,3,3.2,0,0.0,3.2
robust,opt,5304,5303,5303,531,4,4.1,0,0.0,4.1
robust,opt,5305,5304,5304,531,5,2.1,0,0.0,2.1
robust,opt,5306,5305,5305,531,6,2.5,0,0.0,2.5
robust,opt,5307,5306,5306,531,7,2.9,0,0.0,2.9
robust,opt,5308,5307,5307,531,8,3.7,0,0.0,3.7
robust,opt,5309,5308,5308,531,9,3.0,0,0.0,3.0
robust,opt,5310,5309,5309,531,10,4.4,0,0.0,4.4
robust,opt,5311,5310,5310,532,1,2.8,0,0.0,2.8
robust,opt,5312,5311,5311,532,2,3.9,0,0.0,3.9
robust,opt,5313,5312,5312,532,3,3.2,0,0.0,3.2
robust,opt,5314,5313,5313,532,4,2.4,0,0.0,2.4
robust,opt,5315,5314,5314,532,5,3.2,0,0.0,3.2
robust,opt,5316,5315,5315,532,6,2.2,0,0.0,2.2
robust,opt,5317,5316,5316,532,7,2.4,0,0.0,2.4
robust,opt,5318,5317,5317,532,8,3.7,0,0.0,3.7
robust,opt,5319,5318,5318,532,9,4.1,0,0.0,4.1
robust,opt,5320,5319,5319,532,10,3.4,0,0.0,3.4
robust,opt,5321,5320,5320,533,1,4.4,0,0.0,4.4
robust,opt,5322,5321,5321,533,2,3.0,0,0.0,3.0
robust,opt,5323,5322,5322,533,3,3.1,0,0.0,3.1
robust,opt,5324,5323,5323,533,4,4.0,0,0.0,4.0
robust,opt,5325,5324,5324,533,5,1.8,0,0.0,1.8
robust,opt,5326,5325,5325,533,6,3.2,0,0.0,3.2
robust,opt,5327,5326,5326,533,7,2.8,0,0.0,2.8
robust,opt,5328,5327,5327,533,8,3.0,0,0.0,3.0
robust,opt,5329,5328,5328,533,9,1.9,0,0.0,1.9
robust,opt,5330,5329,5329,533,10,4.3,0,0.0,4.3
robust,opt,5331,5330,5330,534,1,2.2,0,0.0,2.2
robust,opt,5332,5331,5331,534,2,3.9,0,0.0,3.9
robust,opt,5333,5332,5332,534,3,2.9,0,0.0,2.9
robust,opt,5334,5333,5333,534,4,2.6,0,0.0,2.6
robust,opt,5335,5334,5334,534,5,4.0,0,0.0,4.0
robust,opt,5336,5335,5335,534,6,2.8,0,0.0,2.8
robust,opt,5337,5336,5336,534,7,2.4,0,0.0,2.4
robust,opt,5338,5337,5337,534,8,2.0,0,0.0,2.0
robust,opt,5339,5338,5338,534,9,2.3,0,0.0,2.3
robust,opt,5340,5339,5339,534,10,2.0,0,0.0,2.0
robust,opt,5341,5340,5340,535,1,2.1,0,0.0,2.1
robust,opt,5342,5341,5341,535,2,2.2,0,0.0,2.2
robust,opt,5343,5342,5342,535,3,3.4,0,0.0,3.4
robust,opt,5344,5343,5343,535,4,2.2,0,0.0,2.2
robust,opt,5345,5344,5344,535,5,2.5,0,0.0,2.5
robust,opt,5346,5345,5345,535,6,2.2,0,0.0,2.2
robust,opt,5347,5346,5346,535,7,2.1,0,0.0,2.1
robust,opt,5348,5347,5347,535,8,3.5,0,0.0,3.5
robust,opt,5349,5348,5348,535,9,4.0,0,0.0,4.0
robust,opt,5350,5349,5349,535,10,2.9,0,0.0,2.9
robust,opt,5351,5350,5350,536,1,2.1,0,0.0,2.1
robust,opt,5352,5351,5351,536,2,2.6,0,0.0,2.6
robust,opt,5353,5352,5352,536,3,2.5,0,0.0,2.5
robust,opt,5354,5353,5353,536,4,5.2,0,0.0,5.2
robust,opt,5355,5354,5354,536,5,3.3,0,0.0,3.3
robust,opt,5356,5355,5355,536,6,4.4,0,0.0,4.4
robust,opt,5357,5356,5356,536,7,2.6,0,0.0,2.6
robust,opt,5358,5357,5357,536,8,1.7,0,0.0,1.7
robust,opt,5359,5358,5358,536,9,4.0,0,0.0,4.0
robust,opt,5360,5359,5359,536,10,3.2,0,0.0,3.2
robust,opt,5361,5360,5360,537,1,3.8,0,0.0,3.8
robust,opt,5362,5361,5361,537,2,3.4,0,0.0,3.4
robust,opt,5363,5362,5362,537,3,3.9,0,0.0,3.9
robust,opt,5364,5363,5363,537,4,4.0,0,0.0,4.0
robust,opt,5365,5364,5364,537,5,1.6,0,0.0,1.6
robust,opt,5366,5365,5365,537,6,2.1,0,0.0,2.1
robust,opt,5367,5366,5366,537,7,3.1,0,0.0,3.1
robust,opt,5368,5367,5367,537,8,2.0,0,0.0,2.0
robust,opt,5369,5368,5368,537,9,2.3,0,0.0,2.3
robust,opt,5370,5369,5369,537,10,4.4,0,0.0,4.4
robust,opt,5371,5370,5370,538,1,2.5,0,0.0,2.5
robust,opt,5372,5371,5371,538,2,3.5,0,0.0,3.5
robust,opt,5373,5372,5372,538,3,3.6,0,0.0,3.6
robust,opt,5374,5373,5373,538,4,4.3,0,0.0,4.3
robust,opt,5375,5374,5374,538,5,3.6,0,0.0,3.6
robust,opt,5376,5375,5375,538,6,3.2,0,0.0,3.2
robust,opt,5377,5376,5376,538,7,3.6,0,0.0,3.6
robust,opt,5378,5377,5377,538,8,2.0,0,0.0,2.0
robust,opt,5379,5378,5378,538,9,5.4,0,0.0,5.4
robust,opt,5380,5379,5379,538,10,4.2,0,0.0,4.2
robust,opt,5381,5380,5380,539,1,2.8,0,0.0,2.8
robust,opt,5382,5381,5381,539,2,2.9,0,0.0,2.9
robust,opt,5383,5382,5382,539,3,1.5,0,0.0,1.5
robust,opt,5384,5383,5383,539,4,4.6,0,0.0,4.6
robust,opt,5385,5384,5384,539,5,3.7,0,0.0,3.7
robust,opt,5386,5385,5385,539,6,3.1,0,0.0,3.1
robust,opt,5387,5386,5386,539,7,4.2,0,0.0,4.2
robust,opt,5388,5387,5387,539,8,2.4,0,0.0,2.4
robust,opt,5389,5388,5388,539,9,5.3,0,0.0,5.3
robust,opt,5390,5389,5389,539,10,3.8,0,0.0,3.8
robust,opt,5391,5390,5390,540,1,3.5,0,0.0,3.5
robust,opt,5392,5391,5391,540,2,2.0,0,0.0,2.0
robust,opt,5393,5392,5392,540,3,4.2,0,0.0,4.2
robust,opt,5394,5393,5393,540,4,2.2,0,0.0,2.2
robust,opt,5395,5394,5394,540,5,4.4,0,0.0,4.4
robust,opt,5396,5395,5395,540,6,2.4,0,0.0,2.4
robust,opt,5397,5396,5396,540,7,2.9,0,0.0,2.9
robust,opt,5398,5397,5397,540,8,3.4,0,0.0,3.4
robust,opt,5399,5398,5398,540,9,2.6,0,0.0,2.6
robust,opt,5400,5399,5399,540,10,3.2,0,0.0,3.2
robust,opt,5401,5400,5400,541,1,3.8,0,0.0,3.8
robust,opt,5402,5401,5401,541,2,3.0,0,0.0,3.0
robust,opt,5403,5402,5402,541,3,3.1,0,0.0,3.1
robust,opt,5404,5403,5403,541,4,4.5,0,0.0,4.5
robust,opt,5405,5404,5404,541,5,3.5,0,0.0,3.5
robust,opt,5406,5405,5405,541,6,2.5,0,0.0,2.5
robust,opt,5407,5406,5406,541,7,3.9,0,0.0,3.9
robust,opt,5408,5407,5407,541,8,3.5,0,0.0,3.5
robust,opt,5409,5408,5408,541,9,4.6,0,0.0,4.6
robust,opt,5410,5409,5409,541,10,2.6,0,0.0,2.6
robust,opt,5411,5410,5410,542,1,2.1,0,0.0,2.1
robust,opt,5412,5411,5411,542,2,2.8,0,0.0,2.8
robust,opt,5413,5412,5412,542,3,2.6,0,0.0,2.6
robust,opt,5414,5413,5413,542,4,4.2,0,0.0,4.2
robust,opt,5415,5414,5414,542,5,2.5,0,0.0,2.5
robust,opt,5416,5415,5415,542,6,2.7,0,0.0,2.7
robust,opt,5417,5416,5416,542,7,2.6,0,0.0,2.6
robust,opt,5418,5417,5417,542,8,3.3,0,0.0,3.3
robust,opt,5419,5418,5418,542,9,2.7,0,0.0,2.7
robust,opt,5420,5419,5419,542,10,2.8,0,0.0,2.8
robust,opt,5421,5420,5420,543,1,4.7,0,0.0,4.7
robust,opt,5422,5421,5421,543,2,3.8,0,0.0,3.8
robust,opt,5423,5422,5422,543,3,3.1,0,0.0,3.1
robust,opt,5424,5423,5423,543,4,4.8,0,0.0,4.8
robust,opt,5425,5424,5424,543,5,3.8,0,0.0,3.8
robust,opt,5426,5425,5425,543,6,3.4,0,0.0,3.4
robust,opt,5427,5426,5426,543,7,3.1,0,0.0,3.1
robust,opt,5428,5427,5427,543,8,4.2,0,0.0,4.2
robust,opt,5429,5428,5428,543,9,1.7,0,0.0,1.7
robust,opt,5430,5429,5429,543,10,5.9,0,0.0,5.9
robust,opt,5431,5430,5430,544,1,2.7,0,0.0,2.7
robust,opt,5432,5431,5431,544,2,3.1,0,0.0,3.1
robust,opt,5433,5432,5432,544,3,3.8,0,0.0,3.8
robust,opt,5434,5433,5433,544,4,4.4,0,0.0,4.4
robust,opt,5435,5434,5434,544,5,2.6,0,0.0,2.6
robust,opt,5436,5435,5435,544,6,3.4,0,0.0,3.4
robust,opt,5437,5436,5436,544,7,2.1,0,0.0,2.1
robust,opt,5438,5437,5437,544,8,3.5,0,0.0,3.5
robust,opt,5439,5438,5438,544,9,4.0,0,0.0,4.0
robust,opt,5440,5439,5439,544,10,3.4,0,0.0,3.4
robust,opt,5441,5440,5440,545,1,4.8,0,0.0,4.8
robust,opt,5442,5441,5441,545,2,2.0,0,0.0,2.0
robust,opt,5443,5442,5442,545,3,2.5,0,0.0,2.5
robust,opt,5444,5443,5443,545,4,2.1,0,0.0,2.1
robust,opt,5445,5444,5444,545,5,4.3,0,0.0,4.3
robust,opt,5446,5445,5445,545,6,4.0,0,0.0,4.0
robust,opt,5447,5446,5446,545,7,3.0,0,0.0,3.0
robust,opt,5448,5447,5447,545,8,2.2,0,0.0,2.2
robust,opt,5449,5448,5448,545,9,2.7,0,0.0,2.7
robust,opt,5450,5449,5449,545,10,3.8,0,0.0,3.8
robust,opt,5451,5450,5450,546,1,3.1,0,0.0,3.1
robust,opt,5452,5451,5451,546,2,2.6,0,0.0,2.6
robust,opt,5453,5452,5452,546,3,3.8,0,0.0,3.8
robust,opt,5454,5453,5453,546,4,2.7,0,0.0,2.7
robust,opt,5455,5454,5454,546,5,4.1,0,0.0,4.1
robust,opt,5456,5455,5455,546,6,3.2,0,0.0,3.2
robust,opt,5457,5456,5456,546,7,4.4,0,0.0,4.4
robust,opt,5458,5457,5457,546,8,3.3,0,0.0,3.3
robust,opt,5459,5458,5458,546,9,3.1,0,0.0,3.1
robust,opt,5460,5459,5459,546,10,3.1,0,0.0,3.1
robust,opt,5461,5460,5460,547,1,2.0,0,0.0,2.0
robust,opt,5462,5461,5461,547,2,2.4,0,0.0,2.4
robust,opt,5463,5462,5462,547,3,3.0,0,0.0,3.0
robust,opt,5464,5463,5463,547,4,3.3,0,0.0,3.3
robust,opt,5465,5464,5464,547,5,2.5,0,0.0,2.5
robust,opt,5466,5465,5465,547,6,3.3,0,0.0,3.3
robust,opt,5467,5466,5466,547,7,4.0,0,0.0,4.0
robust,opt,5468,5467,5467,547,8,2.7,0,0.0,2.7
robust,opt,5469,5468,5468,547,9,3.4,0,0.0,3.4
robust,opt,5470,5469,5469,547,10,1.2,0,0.0,1.2
robust,opt,5471,5470,5470,548,1,2.8,0,0.0,2.8
robust,opt,5472,5471,5471,548,2,2.6,0,0.0,2.6
robust,opt,5473,5472,5472,548,3,4.0,0,0.0,4.0
robust,opt,5474,5473,5473,548,4,3.1,0,0.0,3.1
robust,opt,5475,5474,5474,548,5,3.2,0,0.0,3.2
robust,opt,5476,5475,5475,548,6,3.1,0,0.0,3.1
robust,opt,5477,5476,5476,548,7,2.8,0,0.0,2.8
robust,opt,5478,5477,5477,548,8,3.0,0,0.0,3.0
robust,opt,5479,5478,5478,548,9,3.4,0,0.0,3.4
robust,opt,5480,5479,5479,548,10,1.8,0,0.0,1.8
robust,opt,5481,5480,5480,549,1,2.2,0,0.0,2.2
robust,opt,5482,5481,5481,549,2,3.1,0,0.0,3.1
robust,opt,5483,5482,5482,549,3,2.7,0,0.0,2.7
robust,opt,5484,5483,5483,549,4,3.3,0,0.0,3.3
robust,opt,5485,5484,5484,549,5,3.9,0,0.0,3.9
robust,opt,5486,5485,5485,549,6,2.7,0,0.0,2.7
robust,opt,5487,5486,5486,549,7,3.5,0,0.0,3.5
robust,opt,5488,5487,5487,549,8,2.4,0,0.0,2.4
robust,opt,5489,5488,5488,549,9,3.2,0,0.0,3.2
robust,opt,5490,5489,5489,549,10,3.6,0,0.0,3.6
robust,opt,5491,5490,5490,550,1,3.0,0,0.0,3.0
robust,opt,5492,5491,5491,550,2,3.5,0,0.0,3.5
robust,opt,5493,5492,5492,550,3,1.9,0,0.0,1.9
robust,opt,5494,5493,5493,550,4,3.3,0,0.0,3.3
robust,opt,5495,5494,5494,550,5,3.4,0,0.0,3.4
robust,opt,5496,5495,5495,550,6,2.6,0,0.0,2.6
robust,opt,5497,5496,5496,550,7,3.4,0,0.0,3.4
robust,opt,5498,5497,5497,550,8,2.7,0,0.0,2.7
robust,opt,5499,5498,5498,550,9,2.0,0,0.0,2.0
robust,opt,5500,5499,5499,550,10,3.5,0,0.0,3.5
robust,opt,5501,5500,5500,551,1,4.7,0,0.0,4.7
robust,opt,5502,5501,5501,551,2,4.7,0,0.0,4.7
robust,opt,5503,5502,5502,551,3,5.0,0,0.0,5.0
robust,opt,5504,5503,5503,551,4,2.3,0,0.0,2.3
robust,opt,5505,5504,5504,551,5,2.6,0,0.0,2.6
robust,opt,5506,5505,5505,551,6,2.6,0,0.0,2.6
robust,opt,5507,5506,5506,551,7,2.9,0,0.0,2.9
robust,opt,5508,5507,5507,551,8,2.1,0,0.0,2.1
robust,opt,5509,5508,5508,551,9,4.5,0,0.0,4.5
robust,opt,5510,5509,5509,551,10,2.7,0,0.0,2.7
robust,opt,5511,5510,5510,552,1,4.1,0,0.0,4.1
robust,opt,5512,5511,5511,552,2,3.6,0,0.0,3.6
robust,opt,5513,5512,5512,552,3,2.5,0,0.0,2.5
robust,opt,5514,5513,5513,552,4,2.4,0,0.0,2.4
robust,opt,5515,5514,5514,552,5,3.2,0,0.0,3.2
robust,opt,5516,5515,5515,552,6,1.6,0,0.0,1.6
robust,opt,5517,5516,5516,552,7,2.3,0,0.0,2.3
robust,opt,5518,5517,5517,552,8,3.8,0,0.0,3.8
robust,opt,5519,5518,5518,552,9,1.7,0,0.0,1.7
robust,opt,5520,5519,5519,552,10,2.6,0,0.0,2.6
robust,opt,5521,5520,5520,553,1,3.7,0,0.0,3.7
robust,opt,5522,5521,5521,553,2,2.4,0,0.0,2.4
robust,opt,5523,5522,5522,553,3,2.3,0,0.0,2.3
robust,opt,5524,5523,5523,553,4,1.8,0,0.0,1.8
robust,opt,5525,5524,5524,553,5,3.1,0,0.0,3.1
robust,opt,5526,5525,5525,553,6,2.4,0,0.0,2.4
robust,opt,5527,5526,5526,553,7,2.0,0,0.0,2.0
robust,opt,5528,5527,5527,553,8,3.8,0,0.0,3.8
robust,opt,5529,5528,5528,553,9,3.2,0,0.0,3.2
robust,opt,5530,5529,5529,553,10,1.7,0,0.0,1.7
robust,opt,5531,5530,5530,554,1,2.2,0,0.0,2.2
robust,opt,5532,5531,5531,554,2,2.4,0,0.0,2.4
robust,opt,5533,5532,5532,554,3,2.5,0,0.0,2.5
robust,opt,5534,5533,5533,554,4,2.1,0,0.0,2.1
robust,opt,5535,5534,5534,554,5,2.9,0,0.0,2.9
robust,opt,5536,5535,5535,554,6,1.5,0,0.0,1.5
robust,opt,5537,5536,5536,554,7,4.4,0,0.0,4.4
robust,opt,5538,5537,5537,554,8,4.5,0,0.0,4.5
robust,opt,5539,5538,5538,554,9,3.4,0,0.0,3.4
robust,opt,5540,5539,5539,554,10,2.7,0,0.0,2.7
robust,opt,5541,5540,5540,555,1,5.0,0,0.0,5.0
robust,opt,5542,5541,5541,555,2,5.2,0,0.0,5.2
robust,opt,5543,5542,5542,555,3,2.2,0,0.0,2.2
robust,opt,5544,5543,5543,555,4,2.2,0,0.0,2.2
robust,opt,5545,5544,5544,555,5,1.4,0,0.0,1.4
robust,opt,5546,5545,5545,555,6,3.5,0,0.0,3.5
robust,opt,5547,5546,5546,555,7,2.3,0,0.0,2.3
robust,opt,5548,5547,5547,555,8,3.8,0,0.0,3.8
robust,opt,5549,5548,5548,555,9,2.4,0,0.0,2.4
robust,opt,5550,5549,5549,555,10,2.6,0,0.0,2.6
robust,opt,5551,5550,5550,556,1,2.2,0,0.0,2.2
robust,opt,5552,5551,5551,556,2,5.2,0,0.0,5.2
robust,opt,5553,5552,5552,556,3,2.8,0,0.0,2.8
robust,opt,5554,5553,5553,556,4,3.0,0,0.0,3.0
robust,opt,5555,5554,5554,556,5,4.0,0,0.0,4.0
robust,opt,5556,5555,5555,556,6,2.1,0,0.0,2.1
robust,opt,5557,5556,5556,556,7,4.5,0,0.0,4.5
robust,opt,5558,5557,5557,556,8,3.9,0,0.0,3.9
robust,opt,5559,5558,5558,556,9,3.6,0,0.0,3.6
robust,opt,5560,5559,5559,556,10,3.5,0,0.0,3.5
robust,opt,5561,5560,5560,557,1,3.1,0,0.0,3.1
robust,opt,5562,5561,5561,557,2,2.3,0,0.0,2.3
robust,opt,5563,5562,5562,557,3,3.2,0,0.0,3.2
robust,opt,5564,5563,5563,557,4,3.6,0,0.0,3.6
robust,opt,5565,5564,5564,557,5,3.5,0,0.0,3.5
robust,opt,5566,5565,5565,557,6,3.9,0,0.0,3.9
robust,opt,5567,5566,5566,557,7,3.4,0,0.0,3.4
robust,opt,5568,5567,5567,557,8,2.2,0,0.0,2.2
robust,opt,5569,5568,5568,557,9,3.2,0,0.0,3.2
robust,opt,5570,5569,5569,557,10,1.8,0,0.0,1.8
robust,opt,5571,5570,5570,558,1,2.9,0,0.0,2.9
robust,opt,5572,5571,5571,558,2,2.8,0,0.0,2.8
robust,opt,5573,5572,5572,558,3,2.5,0,0.0,2.5
robust,opt,5574,5573,5573,558,4,2.2,0,0.0,2.2
robust,opt,5575,5574,5574,558,5,2.8,0,0.0,2.8
robust,opt,5576,5575,5575,558,6,3.9,0,0.0,3.9
robust,opt,5577,5576,5576,558,7,3.7,0,0.0,3.7
robust,opt,5578,5577,5577,558,8,3.5,0,0.0,3.5
robust,opt,5579,5578,5578,558,9,3.6,0,0.0,3.6
robust,opt,5580,5579,5579,558,10,3.4,0,0.0,3.4
robust,opt,5581,5580,5580,559,1,1.7,0,0.0,1.7
robust,opt,5582,5581,5581,559,2,2.3,0,0.0,2.3
robust,opt,5583,5582,5582,559,3,3.4,0,0.0,3.4
robust,opt,5584,5583,5583,559,4,3.0,0,0.0,3.0
robust,opt,5585,5584,5584,559,5,2.5,0,0.0,2.5
robust,opt,5586,5585,5585,559,6,2.9,0,0.0,2.9
robust,opt,5587,5586,5586,559,7,1.6,0,0.0,1.6
robust,opt,5588,5587,5587,559,8,3.5,0,0.0,3.5
robust,opt,5589,5588,5588,559,9,2.8,0,0.0,2.8
robust,opt,5590,5589,5589,559,10,2.2,0,0.0,2.2
robust,opt,5591,5590,5590,560,1,4.4,0,0.0,4.4
robust,opt,5592,5591,5591,560,2,3.4,0,0.0,3.4
robust,opt,5593,5592,5592,560,3,1.8,0,0.0,1.8
robust,opt,5594,5593,5593,560,4,3.3,0,0.0,3.3
robust,opt,5595,5594,5594,560,5,3.9,0,0.0,3.9
robust,opt,5596,5595,5595,560,6,2.6,0,0.0,2.6
robust,opt,5597,5596,5596,560,7,3.8,0,0.0,3.8
robust,opt,5598,5597,5597,560,8,2.8,0,0.0,2.8
robust,opt,5599,5598,5598,560,9,2.6,0,0.0,2.6
robust,opt,5600,5599,5599,560,10,2.0,0,0.0,2.0
robust,opt,5601,5600,5600,561,1,3.2,0,0.0,3.2
robust,opt,5602,5601,5601,561,2,3.4,0,0.0,3.4
robust,opt,5603,5602,5602,561,3,2.4,0,0.0,2.4
robust,opt,5604,5603,5603,561,4,2.9,0,0.0,2.9
robust,opt,5605,5604,5604,561,5,3.3,0,0.0,3.3
robust,opt,5606,5605,5605,561,6,2.0,0,0.0,2.0
robust,opt,5607,5606,5606,561,7,4.4,0,0.0,4.4
robust,opt,5608,5607,5607,561,8,3.6,0,0.0,3.6
robust,opt,5609,5608,5608,561,9,2.4,0,0.0,2.4
robust,opt,5610,5609,5609,561,10,3.3,0,0.0,3.3
robust,opt,5611,5610,5610,562,1,2.9,0,0.0,2.9
robust,opt,5612,5611,5611,562,2,3.2,0,0.0,3.2
robust,opt,5613,5612,5612,562,3,3.8,0,0.0,3.8
robust,opt,5614,5613,5613,562,4,2.8,0,0.0,2.8
robust,opt,5615,5614,5614,562,5,2.0,0,0.0,2.0
robust,opt,5616,5615,5615,562,6,2.8,0,0.0,2.8
robust,opt,5617,5616,5616,562,7,3.4,0,0.0,3.4
robust,opt,5618,5617,5617,562,8,3.4,0,0.0,3.4
robust,opt,5619,5618,5618,562,9,2.4,0,0.0,2.4
robust,opt,5620,5619,5619,562,10,2.4,0,0.0,2.4
robust,opt,5621,5620,5620,563,1,5.3,0,0.0,5.3
robust,opt,5622,5621,5621,563,2,4.3,0,0.0,4.3
robust,opt,5623,5622,5622,563,3,3.2,0,0.0,3.2
robust,opt,5624,5623,5623,563,4,3.5,0,0.0,3.5
robust,opt,5625,5624,5624,563,5,3.0,0,0.0,3.0
robust,opt,5626,5625,5625,563,6,3.7,0,0.0,3.7
robust,opt,5627,5626,5626,563,7,5.3,0,0.0,5.3
robust,opt,5628,5627,5627,563,8,2.6,0,0.0,2.6
robust,opt,5629,5628,5628,563,9,3.7,0,0.0,3.7
robust,opt,5630,5629,5629,563,10,4.0,0,0.0,4.0
robust,opt,5631,5630,5630,564,1,4.0,0,0.0,4.0
robust,opt,5632,5631,5631,564,2,1.7,0,0.0,1.7
robust,opt,5633,5632,5632,564,3,2.2,0,0.0,2.2
robust,opt,5634,5633,5633,564,4,3.6,0,0.0,3.6
robust,opt,5635,5634,5634,564,5,2.7,0,0.0,2.7
robust,opt,5636,5635,5635,564,6,2.8,0,0.0,2.8
robust,opt,5637,5636,5636,564,7,3.3,0,0.0,3.3
robust,opt,5638,5637,5637,564,8,3.7,0,0.0,3.7
robust,opt,5639,5638,5638,564,9,3.6,0,0.0,3.6
robust,opt,5640,5639,5639,564,10,2.9,0,0.0,2.9
robust,opt,5641,5640,5640,565,1,2.3,0,0.0,2.3
robust,opt,5642,5641,5641,565,2,3.7,0,0.0,3.7
robust,opt,5643,5642,5642,565,3,1.5,0,0.0,1.5
robust,opt,5644,5643,5643,565,4,4.7,0,0.0,4.7
robust,opt,5645,5644,5644,565,5,3.7,0,0.0,3.7
robust,opt,5646,5645,5645,565,6,2.2,0,0.0,2.2
robust,opt,5647,5646,5646,565,7,2.2,0,0.0,2.2
robust,opt,5648,5647,5647,565,8,3.0,0,0.0,3.0
robust,opt,5649,5648,5648,565,9,2.3,0,0.0,2.3
robust,opt,5650,5649,5649,565,10,5.1,0,0.0,5.1
robust,opt,5651,5650,5650,566,1,3.6,0,0.0,3.6
robust,opt,5652,5651,5651,566,2,3.7,0,0.0,3.7
robust,opt,5653,5652,5652,566,3,2.2,0,0.0,2.2
robust,opt,5654,5653,5653,566,4,3.7,0,0.0,3.7
robust,opt,5655,5654,5654,566,5,2.4,0,0.0,2.4
robust,opt,5656,5655,5655,566,6,3.3,0,0.0,3.3
robust,opt,5657,5656,5656,566,7,3.0,0,0.0,3.0
robust,opt,5658,5657,5657,566,8,4.2,0,0.0,4.2
robust,opt,5659,5658,5658,566,9,2.8,0,0.0,2.8
robust,opt,5660,5659,5659,566,10,3.9,0,0.0,3.9
robust,opt,5661,5660,5660,567,1,3.7,0,0.0,3.7
robust,opt,5662,5661,5661,567,2,1.9,0,0.0,1.9
